,id,budget,revenue,popularity,vote_count,video,poster_path,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
75,723540,11500000,62235335,1.4,1,False,/ybrXjWngEgaCwSKptlZBd3K50yG.jpg,False,/j6Vnctfp9RbjoJuplcN7TPzI4bT.jpg,en,Hadestown,"[36, 10402, 10749]",Hadestown,10.0,"Hadestown is a musical with music, lyrics and book by Anaïs Mitchell. It tells a version of the ancient Greek myth of Orpheus and Eurydice, where Orpheus goes to the underworld to rescue his fiancée Eurydice.",2019-03-22
76,438650,60000000,59213931,49.627,1599,False,/hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,False,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg,en,Cold Pursuit,"[28, 80, 53]",Cold Pursuit,5.6,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",2019-02-07
77,567609,6000000,57615777,34.616,2130,False,/vOl6shtL0wknjaIs6JdKCpcHvg8.jpg,False,/j8uPZSPjKYzHlN2B4NhPQVWWZ5x.jpg,en,Ready or Not,"[35, 27, 9648, 53]",Ready or Not,7.0,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,2019-08-21
78,577328,8751000,55478164,5.848,65,False,/2J1FLlFnT3gxsiXnC5mTNtLM9ol.jpg,False,/tRuZbvmuuLG8NpbsmKsqGuHgP3v.jpg,hi,कबीर सिंह,"[28, 18, 10749]",Kabir Singh,6.9,"When his girlfriend is forced to marry another man, a troubled young surgeon begins to self-destruct.",2019-06-20
79,454292,51000000,55000000,6.981,47,False,/rWXIpR2uPkwb1Hrhjj2FA62FGdu.jpg,False,/svYKd14P9i3Ai7F0tRl3WNwjRa1.jpg,te,సాహో,"[28, 53]",Saaho,6.4,"A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.",2019-08-29
80,459992,40000000,53847136,27.256,1625,False,/m2ttWZ8rMRwIMT7zA48Jo6mTkDS.jpg,False,/88r25ghJzVYKq0vaOApqEOZsQlD.jpg,en,Long Shot,"[35, 10749]",Long Shot,6.8,"Fred Flarsky is a gifted and free-spirited journalist who has a knack for getting into trouble. Charlotte Field is one of the most influential women in the world -- a smart, sophisticated and accomplished politician. When Fred unexpectedly runs into Charlotte, he soon realizes that she was his former baby sitter and childhood crush. When Charlotte decides to make a run for the presidency, she impulsively hires Fred as her speechwriter -- much to the dismay of her trusted advisers.",2019-05-02
81,525661,32000000,53774397,41.041,1529,False,/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,False,/nj84vpuUWdbmYktBzjiWn5Ny1ZF.jpg,en,Bombshell,[18],Bombshell,6.9,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,2019-12-13
82,502416,5000000,51749995,22.686,1210,False,/6n7ASmQ1wY2cxTubFFGlcvPpyk7.jpg,False,/mBOv5YrX5QGr5CusK0PKSHuxOt9.jpg,en,Ma,[27],Ma,5.8,"Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own.",2019-05-29
83,522212,25000000,50401502,28.332,1045,False,/4YJNp1cquIkX8JxFwkKNEFQ9tgr.jpg,False,/4x2AKefQtj8TmzxyRJEEdAayj1V.jpg,en,Just Mercy,"[80, 18]",Just Mercy,8.0,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",2019-12-25
84,473033,19000000,50020902,29.541,2378,False,/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,False,/uzvT6tYrU5SxfHe1ieimIGAqyFm.jpg,en,Uncut Gems,"[80, 18, 53]",Uncut Gems,7.1,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",2019-08-30
85,599975,6500000,48021766,26.389,1025,False,/qCDPKUMX5xrxxQY8XhGVCKO3fks.jpg,False,/zETkzgle7c6wAeW11snnVUBp67S.jpg,en,Countdown,"[27, 53]",Countdown,6.3,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",2019-10-24
86,530385,9000000,47862188,55.489,2923,False,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,False,/g6GtOfXtzDpY73ef7wludoorTti.jpg,en,Midsommar,"[27, 18, 9648]",Midsommar,7.1,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",2019-07-03
87,535292,33000000,47088457,72.208,958,False,/bSN9SysoRBMwJKNkfOlQlCw2YQO.jpg,False,/lctL7EljtAJPEPnFv6O4lETboXH.jpg,en,21 Bridges,"[28, 80, 18]",21 Bridges,6.8,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",2019-10-24
88,536743,20000000,46597100,14.531,320,False,/sH2s6IcU9OTc6KoJuJ6XwA6kTcy.jpg,False,/vc27zpBFFpJD7954oiA9ilOJAxw.jpg,en,Queen & Slim,"[80, 18, 10749]",Queen & Slim,7.2,"While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",2019-11-27
89,464504,0,46115383,9.516,408,False,/sFvOTUlZrIxCLdmz1fC16wK0lme.jpg,False,/OmE63a2BroICnJXsPInPgbjKE8.jpg,en,A Madea Family Funeral,[35],A Madea Family Funeral,5.8,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.",2019-03-01
90,533642,10000000,44902237,30.03,1142,False,/rpS7ROczWulqfaXG2klYapULXKm.jpg,False,/vHse4QK31Vc3X7BKKU5GOQhYxv6.jpg,en,Child's Play,[27],Child's Play,6.1,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",2019-06-19
91,456740,50000000,44664690,74.086,2068,False,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,False,/hMbP23EkGk6tjEjRZQXhnVAl5fW.jpg,en,Hellboy,"[28, 12, 14, 878]",Hellboy,5.4,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",2019-04-10
92,554241,29900000,44400000,54.473,376,False,/nBLPIpReSatt1zcgVzSVzq5e581.jpg,False,/5ukCAyXdRYmQEZ3CbSD695Y70Zz.jpg,en,Playing with Fire,"[35, 10751]",Playing with Fire,7.1,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,2019-11-08
93,422803,0,42880428,39.647,209,False,/p08FoXVFgcRm5QZBaGj0VKa2W2Y.jpg,False,/AgYlP6g4vrNn1sVsAIvflW3TfJU.jpg,en,A Shaun the Sheep Movie: Farmageddon,"[16, 35, 10751]",A Shaun the Sheep Movie: Farmageddon,7.1,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",2019-09-26
94,620683,2000000,39273021,7.14,324,False,/zw77BFPGJ73Lig8GwRzYj1XHq53.jpg,False,/oTWT3IBGc95jmH3aH5QDXeAe9mR.jpg,pt,Minha Mãe é Uma Peça 3: O Filme,[35],My Mom is a Character 3,8.4,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,2019-12-26
95,445629,11000000,39055536,27.646,940,False,/cVhe15rJLRjolunSWLBN6xQLyGU.jpg,False,/3ZORgdbK8wglKL8Vb4KTl465BfJ.jpg,en,Fighting with My Family,"[35, 18]",Fighting with My Family,6.8,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",2019-02-14
96,491283,0,38981322,14.89,619,False,/iqJhHjD6k6T07waELjMKDpQJUP.jpg,False,/hJXxDoCwchAuJ4K3gwtno2chgr8.jpg,en,Judy,[18],Judy,6.8,"Winter 1968 and showbiz legend Judy Garland arrives in Swinging London to perform a five-week sold-out run at The Talk of the Town. It is 30 years since she shot to global stardom in The Wizard of Oz, but if her voice has weakened, its dramatic intensity has only grown. As she prepares for the show, battles with management, charms musicians and reminisces with friends and adoring fans, her wit and warmth shine through. Even her dreams of love seem undimmed as she embarks on a whirlwind romance with Mickey Deans, her soon-to-be fifth husband.",2019-09-27
97,509730,0,36120360,28.015,220,False,/xcl4vYTqqzwn3ihUpjCQz0jqhV3.jpg,False,/h1IhhdKIq56cFO8RuZZoU21a4Zu.jpg,en,The Queen's Corgi,"[16, 10751]",The Queen's Corgi,5.8,"Since his arrival at Buckingham palace, Rex lives a life of luxury. Top dog, he has superseded his three fellow Corgis in Her Majesty’s heart. His arrogance can be quite irritating. When he causes a diplomatic incident during an official dinner with the President of the United States, he falls into disgrace. Betrayed by one of his peers, Rex becomes a stray dog in the streets of London. How can he redeem himself? In love, he will find the resources to surpass himself in the face of great danger…",2019-02-13
98,541487,12000000,34000000,4.901,9,False,/pV6xLQh54ga8oaQqJtUqLp12LwQ.jpg,False,/xqYYqPbU5T0F9uM0AvggFSBdh99.jpg,te,మహర్షి,"[28, 18]",Maharshi,7.0,"Rishi Kumar is a billionaire and the CEO of Origins, someone who has always strived for the success he now owns. His friend Ravi needs help, how will he come through?",2019-05-09
99,491625,5782853,33974264,8.444,86,False,/4RE7TD5TqEXbPKyUHcn7CSeMlrJ.jpg,False,/gcZbciueHH7WmD03GcVZX7LYqmR.jpg,hi,गल्ली बॉय,"[18, 10402]",Gully Boy,7.6,A coming-of-age story based on the lives of street rappers in Mumbai.,2019-02-14
